Country,City,Date,Average RevPAR
Kenya,Kisumu,1/22/2025,1175.28
Kenya,Kisumu,1/23/2025,1304.66
Kenya,Kisumu,1/24/2025,1577.57
Kenya,Kisumu,1/25/2025,1430.13
Kenya,Kisumu,1/26/2025,1650.42
Kenya,Kisumu,1/27/2025,1641.33
Kenya,Kisumu,1/28/2025,1684.16
Kenya,Kisumu,1/29/2025,1395.96
Kenya,Kisumu,1/30/2025,1459.67
Kenya,Kisumu,1/31/2025,1761.36
Kenya,Kisumu,2/1/2025,1574.63
Kenya,Kisumu,2/2/2025,1371.54
Kenya,Kisumu,2/3/2025,1113.9
Kenya,Kisumu,2/4/2025,1124.17
Kenya,Kisumu,2/5/2025,1377.85
Kenya,Kisumu,2/6/2025,1792.31
Kenya,Kisumu,2/7/2025,1904.94
Kenya,Kisumu,2/8/2025,1730.2
Kenya,Kisumu,2/9/2025,1219.88
Kenya,Kisumu,2/10/2025,1152.52
Kenya,Kisumu,2/11/2025,1287.15
Kenya,Kisumu,2/12/2025,1340.4
Kenya,Kisumu,2/13/2025,1383.63
Kenya,Kisumu,2/14/2025,1870.73
Kenya,Kisumu,2/15/2025,2265.54
Kenya,Kisumu,2/16/2025,1223.87
Kenya,Kisumu,2/17/2025,1167.6
Kenya,Kisumu,2/18/2025,1180.89
Kenya,Kisumu,2/19/2025,1174.24
Kenya,Kisumu,2/20/2025,1160.74
Kenya,Kisumu,2/21/2025,1609.1
Kenya,Kisumu,2/22/2025,1649.36
Kenya,Kisumu,2/23/2025,1094.58
Kenya,Kisumu,2/24/2025,984.68
Kenya,Kisumu,2/25/2025,1142.12
Kenya,Kisumu,2/26/2025,1409.85
Kenya,Kisumu,2/27/2025,1341.3
Kenya,Kisumu,2/28/2025,1430.66
Kenya,Kisumu,3/1/2025,1397.55
Kenya,Kisumu,3/2/2025,1307.55
Kenya,Kisumu,3/3/2025,1522.45
Kenya,Kisumu,3/4/2025,1465.91
Kenya,Kisumu,3/5/2025,1319.6
Kenya,Kisumu,3/6/2025,1702.78
Kenya,Kisumu,3/7/2025,1826.06
Kenya,Kisumu,3/8/2025,2007.85
Kenya,Kisumu,3/9/2025,1619.83
Kenya,Kisumu,3/10/2025,1274.19
Kenya,Kisumu,3/11/2025,1439.25
Kenya,Kisumu,3/12/2025,1456.87
Kenya,Kisumu,3/13/2025,1584.5
Kenya,Kisumu,3/14/2025,1922.89
Kenya,Kisumu,3/15/2025,2076.66
Kenya,Kisumu,3/16/2025,1380.25
Kenya,Kisumu,3/17/2025,1239.19
Kenya,Kisumu,3/18/2025,1209.83
Kenya,Kisumu,3/19/2025,1278.67
Kenya,Kisumu,3/20/2025,1516.82
Kenya,Kisumu,3/21/2025,2001.44
Kenya,Kisumu,3/22/2025,1904.22
Kenya,Kisumu,3/23/2025,1390.03
Kenya,Kisumu,3/24/2025,1148.23
Kenya,Kisumu,3/25/2025,1075.47
Kenya,Kisumu,3/26/2025,1197.57
Kenya,Kisumu,3/27/2025,1696.37
Kenya,Kisumu,3/28/2025,2098.24
Kenya,Kisumu,3/29/2025,1725.75
Kenya,Kisumu,3/30/2025,1266.66
Kenya,Kisumu,3/31/2025,1327.58
Kenya,Kisumu,4/1/2025,1572.45
Kenya,Kisumu,4/2/2025,1613.03
Kenya,Kisumu,4/3/2025,1700.22
Kenya,Kisumu,4/4/2025,2064.98
Kenya,Kisumu,4/5/2025,2386.76
Kenya,Kisumu,4/6/2025,1863.7
Kenya,Kisumu,4/7/2025,2104.87
Kenya,Kisumu,4/8/2025,1859.76
Kenya,Kisumu,4/9/2025,1648.78
Kenya,Kisumu,4/10/2025,1660.08
Kenya,Kisumu,4/11/2025,1936.91
Kenya,Kisumu,4/12/2025,2366.64
Kenya,Kisumu,4/13/2025,1813.06
Kenya,Kisumu,4/14/2025,1574.88
Kenya,Kisumu,4/15/2025,1539.11
Kenya,Kisumu,4/16/2025,1525.36
Kenya,Kisumu,4/17/2025,2185.15
Kenya,Kisumu,4/18/2025,2920.41
Kenya,Kisumu,4/19/2025,3429.96
Kenya,Kisumu,4/20/2025,3025.19
Kenya,Kisumu,4/21/2025,2028.54
Kenya,Kisumu,4/22/2025,1631.57
Kenya,Kisumu,4/23/2025,1563.75
Kenya,Kisumu,4/24/2025,1617.1
Kenya,Kisumu,4/25/2025,1943.07
Kenya,Kisumu,4/26/2025,1804.16
Kenya,Kisumu,4/27/2025,1164.71
Kenya,Kisumu,4/28/2025,1231.35
Kenya,Kisumu,4/29/2025,1119.27
Kenya,Kisumu,4/30/2025,1140.86
Kenya,Kisumu,5/1/2025,1456.15
Kenya,Kisumu,5/2/2025,2239.29
Kenya,Kisumu,5/3/2025,2097.81
Kenya,Kisumu,5/4/2025,1459.95
Kenya,Kisumu,5/5/2025,650.13
Kenya,Kisumu,5/6/2025,678.87
Kenya,Kisumu,5/7/2025,877.71
Kenya,Kisumu,5/8/2025,926.11
Kenya,Kisumu,5/9/2025,1024.38
Kenya,Kisumu,5/10/2025,1394.36
Kenya,Kisumu,5/11/2025,939.6
Kenya,Kisumu,5/12/2025,804.99
Kenya,Kisumu,5/13/2025,1024.04
Kenya,Kisumu,5/14/2025,1042.62
Kenya,Kisumu,5/15/2025,1210.56
Kenya,Kisumu,5/16/2025,1747.51
Kenya,Kisumu,5/17/2025,1863.65
Kenya,Kisumu,5/18/2025,1240.42
Kenya,Kisumu,5/19/2025,894.72
Kenya,Kisumu,5/20/2025,1025.32
Kenya,Kisumu,5/21/2025,1332.16
Kenya,Kisumu,5/22/2025,1358.31
Kenya,Kisumu,5/23/2025,1140.54
Kenya,Kisumu,5/24/2025,1295.72
Kenya,Kisumu,5/25/2025,1108.15
Kenya,Kisumu,5/26/2025,1206.46
Kenya,Kisumu,5/27/2025,1356.71
Kenya,Kisumu,5/28/2025,1599.34
Kenya,Kisumu,5/29/2025,2446.09
Kenya,Kisumu,5/30/2025,3165.16
Kenya,Kisumu,5/31/2025,3595.15
Kenya,Kisumu,6/1/2025,2691.32
Kenya,Kisumu,6/2/2025,1554.71
Kenya,Kisumu,6/3/2025,1668.57
Kenya,Kisumu,6/4/2025,1707.51
Kenya,Kisumu,6/5/2025,1908.03
Kenya,Kisumu,6/6/2025,2201.76
Kenya,Kisumu,6/7/2025,2458.09
Kenya,Kisumu,6/8/2025,1784.83
Kenya,Kisumu,6/9/2025,1522.33
Kenya,Kisumu,6/10/2025,1609.06
Kenya,Kisumu,6/11/2025,1871.79
Kenya,Kisumu,6/12/2025,1978.36
Kenya,Kisumu,6/13/2025,2081.54
Kenya,Kisumu,6/14/2025,1880.68
Kenya,Kisumu,6/15/2025,1267.32
Kenya,Kisumu,6/16/2025,1049.13
Kenya,Kisumu,6/17/2025,1129.22
Kenya,Kisumu,6/18/2025,1087.67
Kenya,Kisumu,6/19/2025,1557.15
Kenya,Kisumu,6/20/2025,1833.27
Kenya,Kisumu,6/21/2025,1752.53
Kenya,Kisumu,6/22/2025,1512.9
Kenya,Kisumu,6/23/2025,1579.04
Kenya,Kisumu,6/24/2025,1365.59
Kenya,Kisumu,6/25/2025,1351.42
Kenya,Kisumu,6/26/2025,1524.52
Kenya,Kisumu,6/27/2025,2025.42
Kenya,Kisumu,6/28/2025,2265.89
Kenya,Kisumu,6/29/2025,1666.59
Kenya,Kisumu,6/30/2025,1519.42
Kenya,Kisumu,7/1/2025,1547.25
Kenya,Kisumu,7/2/2025,1595.07
Kenya,Kisumu,7/3/2025,1586.46
Kenya,Kisumu,7/4/2025,1891.43
Kenya,Kisumu,7/5/2025,2248.98
Kenya,Kisumu,7/6/2025,1938.47
Kenya,Kisumu,7/7/2025,1427.87
Kenya,Kisumu,7/8/2025,1469.32
Kenya,Kisumu,7/9/2025,1169.96
Kenya,Kisumu,7/10/2025,1463.24
Kenya,Kisumu,7/11/2025,1855.91
Kenya,Kisumu,7/12/2025,2162.69
Kenya,Kisumu,7/13/2025,1407.18
Kenya,Kisumu,7/14/2025,1500.89
Kenya,Kisumu,7/15/2025,1647.38
Kenya,Kisumu,7/16/2025,1600.93
Kenya,Kisumu,7/17/2025,1862.53
Kenya,Kisumu,7/18/2025,2157.52
Kenya,Kisumu,7/19/2025,2444.57
Kenya,Kisumu,7/20/2025,1952.77
Kenya,Kisumu,7/21/2025,1490.8
Kenya,Kisumu,7/22/2025,1339.2
Kenya,Kisumu,7/23/2025,1340.78
Kenya,Kisumu,7/24/2025,1491.08
Kenya,Kisumu,7/25/2025,2007.18
Kenya,Kisumu,7/26/2025,2160.39
Kenya,Kisumu,7/27/2025,1667.19
Kenya,Kisumu,7/28/2025,1189.97
Kenya,Kisumu,7/29/2025,1287.97
Kenya,Kisumu,7/30/2025,1183.8
Kenya,Kisumu,7/31/2025,1599.24
Kenya,Kisumu,8/1/2025,1754.14
Kenya,Kisumu,8/2/2025,1833.02
Kenya,Kisumu,8/3/2025,1523.57
Kenya,Kisumu,8/4/2025,1463.56
Kenya,Kisumu,8/5/2025,1249.9
Kenya,Kisumu,8/6/2025,1366.8
Kenya,Kisumu,8/7/2025,1828.57
Kenya,Kisumu,8/8/2025,2468.22
Kenya,Kisumu,8/9/2025,2653.47
Kenya,Kisumu,8/10/2025,1717.12
Kenya,Kisumu,8/11/2025,1418.01
Kenya,Kisumu,8/12/2025,1309.72
Kenya,Kisumu,8/13/2025,1717.24
Kenya,Kisumu,8/14/2025,2115.58
Kenya,Kisumu,8/15/2025,2602.46
Kenya,Kisumu,8/16/2025,2415.25
Kenya,Kisumu,8/17/2025,1488.28
Kenya,Kisumu,8/18/2025,1253.04
Kenya,Kisumu,8/19/2025,1274.59
Kenya,Kisumu,8/20/2025,1470.79
Kenya,Kisumu,8/21/2025,1381.37
Kenya,Kisumu,8/22/2025,1702.54
Kenya,Kisumu,8/23/2025,2158.23
Kenya,Kisumu,8/24/2025,1356.82
Kenya,Kisumu,8/25/2025,1024.49
Kenya,Kisumu,8/26/2025,1173.5
Kenya,Kisumu,8/27/2025,1209.35
Kenya,Kisumu,8/28/2025,1365.85
Kenya,Kisumu,8/29/2025,1320.94
Kenya,Kisumu,8/30/2025,1545.13
Kenya,Kisumu,8/31/2025,1184.24
Kenya,Kisumu,9/1/2025,970.1
Kenya,Kisumu,9/2/2025,912.56
Kenya,Kisumu,9/3/2025,962.02
Kenya,Kisumu,9/4/2025,1135.57
Kenya,Kisumu,9/5/2025,1156.24
Kenya,Kisumu,9/6/2025,1489.05
Kenya,Kisumu,9/7/2025,808.43
Kenya,Kisumu,9/8/2025,698.17
Kenya,Kisumu,9/9/2025,719.73
Kenya,Kisumu,9/10/2025,864.16
Kenya,Kisumu,9/11/2025,1174.16
Kenya,Kisumu,9/12/2025,1696.34
Kenya,Kisumu,9/13/2025,2411.5
Kenya,Kisumu,9/14/2025,1435.86
Kenya,Kisumu,9/15/2025,921.96
Kenya,Kisumu,9/16/2025,889.29
Kenya,Kisumu,9/17/2025,994.82
Kenya,Kisumu,9/18/2025,1144.67
Kenya,Kisumu,9/19/2025,1045.24
Kenya,Kisumu,9/20/2025,1255.38
Kenya,Kisumu,9/21/2025,1007.25
Kenya,Kisumu,9/22/2025,1011.93
Kenya,Kisumu,9/23/2025,1064.64
Kenya,Kisumu,9/24/2025,1081.03
Kenya,Kisumu,9/25/2025,1133.78
Kenya,Kisumu,9/26/2025,1475.92
Kenya,Kisumu,9/27/2025,1230.53
Kenya,Kisumu,9/28/2025,997.43
Kenya,Kisumu,9/29/2025,1065.79
Kenya,Kisumu,9/30/2025,1026.7
Kenya,Kisumu,10/1/2025,1120.55
Kenya,Kisumu,10/2/2025,1235.91
Kenya,Kisumu,10/3/2025,1601.91
Kenya,Kisumu,10/4/2025,1708.59
Kenya,Kisumu,10/5/2025,1328.64
Kenya,Kisumu,10/6/2025,1104.59
Kenya,Kisumu,10/7/2025,1064.32
Kenya,Kisumu,10/8/2025,1294.99
Kenya,Kisumu,10/9/2025,1764.45
Kenya,Kisumu,10/10/2025,2492.91
Kenya,Kisumu,10/11/2025,2354.56
Kenya,Kisumu,10/12/2025,1268.75
Kenya,Kisumu,10/13/2025,1119.16
Kenya,Kisumu,10/14/2025,1055.87
Kenya,Kisumu,10/15/2025,1495.33
Kenya,Kisumu,10/16/2025,1637.79
Kenya,Kisumu,10/17/2025,1947.18
Kenya,Kisumu,10/18/2025,2069
Kenya,Kisumu,10/19/2025,1865.42
Kenya,Kisumu,10/20/2025,1361.07
Kenya,Kisumu,10/21/2025,1175.91
Kenya,Kisumu,10/22/2025,954.84
Kenya,Kisumu,10/23/2025,1270.26
Kenya,Kisumu,10/24/2025,1336.07
Kenya,Kisumu,10/25/2025,1136.37
Kenya,Kisumu,10/26/2025,1016.33
Kenya,Kisumu,10/27/2025,859.5
Kenya,Kisumu,10/28/2025,1078.31
Kenya,Kisumu,10/29/2025,1122.29
Kenya,Kisumu,10/30/2025,1397.23
Kenya,Kisumu,10/31/2025,1510.72
Kenya,Kisumu,11/1/2025,1152.26
Kenya,Kisumu,11/2/2025,838.79
Kenya,Kisumu,11/3/2025,786.11
Kenya,Kisumu,11/4/2025,757.04
Kenya,Kisumu,11/5/2025,927.84
Kenya,Kisumu,11/6/2025,1114.51
Kenya,Kisumu,11/7/2025,1188.03
Kenya,Kisumu,11/8/2025,1463.81
Kenya,Kisumu,11/9/2025,1186.32
Kenya,Kisumu,11/10/2025,942.34
Kenya,Kisumu,11/11/2025,
Kenya,Kisumu,11/12/2025,
Kenya,Kisumu,11/13/2025,
Kenya,Kisumu,11/14/2025,
Kenya,Kisumu,11/15/2025,
