Country,City,Date,Average RevPAR
Kenya,Mombasa,8/17/2025,4553.95
Kenya,Mombasa,8/18/2025,4000.58
Kenya,Mombasa,8/19/2025,4054.97
Kenya,Mombasa,8/20/2025,3966.05
Kenya,Mombasa,8/21/2025,4062.38
Kenya,Mombasa,8/22/2025,3943.45
Kenya,Mombasa,8/23/2025,3815.62
Kenya,Mombasa,8/24/2025,3248.01
Kenya,Mombasa,8/25/2025,2829.17
Kenya,Mombasa,8/26/2025,2703.01
Kenya,Mombasa,8/27/2025,2839.59
Kenya,Mombasa,8/28/2025,2829.07
Kenya,Mombasa,8/29/2025,3095.13
Kenya,Mombasa,8/30/2025,2841.45
Kenya,Mombasa,8/31/2025,2359.42
Kenya,Mombasa,9/1/2025,1896.98
Kenya,Mombasa,9/2/2025,1940.94
Kenya,Mombasa,9/3/2025,2046.52
Kenya,Mombasa,9/4/2025,2114.96
Kenya,Mombasa,9/5/2025,2080.67
Kenya,Mombasa,9/6/2025,2193.9
Kenya,Mombasa,9/7/2025,1674.29
Kenya,Mombasa,9/8/2025,1544.7
Kenya,Mombasa,9/9/2025,1516.65
Kenya,Mombasa,9/10/2025,1581.84
Kenya,Mombasa,9/11/2025,1851.28
Kenya,Mombasa,9/12/2025,2094.9
Kenya,Mombasa,9/13/2025,2026.73
Kenya,Mombasa,9/14/2025,1638.99
Kenya,Mombasa,9/15/2025,1592.76
Kenya,Mombasa,9/16/2025,1735.02
Kenya,Mombasa,9/17/2025,1856.96
Kenya,Mombasa,9/18/2025,2135.95
Kenya,Mombasa,9/19/2025,2330.38
Kenya,Mombasa,9/20/2025,2386.25
Kenya,Mombasa,9/21/2025,1765.89
Kenya,Mombasa,9/22/2025,1672.52
Kenya,Mombasa,9/23/2025,1858.76
Kenya,Mombasa,9/24/2025,2022
Kenya,Mombasa,9/25/2025,2185.79
Kenya,Mombasa,9/26/2025,2408.9
Kenya,Mombasa,9/27/2025,2456.12
Kenya,Mombasa,9/28/2025,2139.34
Kenya,Mombasa,9/29/2025,1823.26
Kenya,Mombasa,9/30/2025,1941.47
Kenya,Mombasa,10/1/2025,2000.11
Kenya,Mombasa,10/2/2025,2282.26
Kenya,Mombasa,10/3/2025,2567.62
Kenya,Mombasa,10/4/2025,2448.26
Kenya,Mombasa,10/5/2025,1903.45
Kenya,Mombasa,10/6/2025,1868.67
Kenya,Mombasa,10/7/2025,2081.79
Kenya,Mombasa,10/8/2025,2464.67
Kenya,Mombasa,10/9/2025,3157.77
Kenya,Mombasa,10/10/2025,3890.77
Kenya,Mombasa,10/11/2025,3674.04
Kenya,Mombasa,10/12/2025,2417.45
Kenya,Mombasa,10/13/2025,2214.48
Kenya,Mombasa,10/14/2025,2318.6
Kenya,Mombasa,10/15/2025,2420.01
Kenya,Mombasa,10/16/2025,2949.61
Kenya,Mombasa,10/17/2025,3734
Kenya,Mombasa,10/18/2025,4194.96
Kenya,Mombasa,10/19/2025,3565.69
Kenya,Mombasa,10/20/2025,2531.96
Kenya,Mombasa,10/21/2025,2134.08
Kenya,Mombasa,10/22/2025,2146.27
Kenya,Mombasa,10/23/2025,2337.62
Kenya,Mombasa,10/24/2025,2636.39
Kenya,Mombasa,10/25/2025,2691.87
Kenya,Mombasa,10/26/2025,2528.86
Kenya,Mombasa,10/27/2025,2388.25
Kenya,Mombasa,10/28/2025,2634.24
Kenya,Mombasa,10/29/2025,3012.66
Kenya,Mombasa,10/30/2025,2946.07
Kenya,Mombasa,10/31/2025,2986.78
Kenya,Mombasa,11/1/2025,3057.63
Kenya,Mombasa,11/2/2025,2606.35
Kenya,Mombasa,11/3/2025,2381.98
Kenya,Mombasa,11/4/2025,2851.71
Kenya,Mombasa,11/5/2025,3178.98
Kenya,Mombasa,11/6/2025,3595.82
Kenya,Mombasa,11/7/2025,3895.86
Kenya,Mombasa,11/8/2025,3643.25
Kenya,Mombasa,11/9/2025,3345.57
Kenya,Mombasa,11/10/2025,3363.31
Kenya,Mombasa,11/11/2025,
Kenya,Mombasa,11/12/2025,
Kenya,Mombasa,11/13/2025,
Kenya,Mombasa,11/14/2025,
Kenya,Mombasa,11/15/2025,
