Country,City,Date,Average RevPAR
Kenya,Nakuru,12/14/2024,6218.77
Kenya,Nakuru,12/15/2024,3692.44
Kenya,Nakuru,12/16/2024,3599.92
Kenya,Nakuru,12/17/2024,3570.52
Kenya,Nakuru,12/18/2024,4039.05
Kenya,Nakuru,12/19/2024,4590.71
Kenya,Nakuru,12/20/2024,5479.34
Kenya,Nakuru,12/21/2024,6095.26
Kenya,Nakuru,12/22/2024,5605.63
Kenya,Nakuru,12/23/2024,6065.84
Kenya,Nakuru,12/24/2024,8327.62
Kenya,Nakuru,12/25/2024,8621.6
Kenya,Nakuru,12/26/2024,7850.93
Kenya,Nakuru,12/27/2024,6947.51
Kenya,Nakuru,12/28/2024,6765.88
Kenya,Nakuru,12/29/2024,6317.39
Kenya,Nakuru,12/30/2024,7061.52
Kenya,Nakuru,12/31/2024,7312.8
Kenya,Nakuru,1/1/2025,5777.5
Kenya,Nakuru,1/2/2025,4662.46
Kenya,Nakuru,1/3/2025,4169.6
Kenya,Nakuru,1/4/2025,3617.85
Kenya,Nakuru,1/5/2025,2058.9
Kenya,Nakuru,1/6/2025,1905.85
Kenya,Nakuru,1/7/2025,2260.34
Kenya,Nakuru,1/8/2025,2146.51
Kenya,Nakuru,1/9/2025,2266.85
Kenya,Nakuru,1/10/2025,3050.58
Kenya,Nakuru,1/11/2025,3255.33
Kenya,Nakuru,1/12/2025,2589.86
Kenya,Nakuru,1/13/2025,1945.21
Kenya,Nakuru,1/14/2025,1672.55
Kenya,Nakuru,1/15/2025,1388.91
Kenya,Nakuru,1/16/2025,1175.2
Kenya,Nakuru,1/17/2025,1732.81
Kenya,Nakuru,1/18/2025,2153.44
Kenya,Nakuru,1/19/2025,1320.04
Kenya,Nakuru,1/20/2025,1310.87
Kenya,Nakuru,1/21/2025,1439.86
Kenya,Nakuru,1/22/2025,1453.11
Kenya,Nakuru,1/23/2025,1539.46
Kenya,Nakuru,1/24/2025,2580.38
Kenya,Nakuru,1/25/2025,3462.06
Kenya,Nakuru,1/26/2025,1938.84
Kenya,Nakuru,1/27/2025,1473.86
Kenya,Nakuru,1/28/2025,1464.59
Kenya,Nakuru,1/29/2025,1959.06
Kenya,Nakuru,1/30/2025,2397.75
Kenya,Nakuru,1/31/2025,3065.67
Kenya,Nakuru,2/1/2025,3707.31
Kenya,Nakuru,2/2/2025,2029.67
Kenya,Nakuru,2/3/2025,1816.95
Kenya,Nakuru,2/4/2025,2054.91
Kenya,Nakuru,2/5/2025,2503.22
Kenya,Nakuru,2/6/2025,2691.54
Kenya,Nakuru,2/7/2025,4500.09
Kenya,Nakuru,2/8/2025,5585.69
Kenya,Nakuru,2/9/2025,2920.73
Kenya,Nakuru,2/10/2025,2800.09
Kenya,Nakuru,2/11/2025,2447.23
Kenya,Nakuru,2/12/2025,2600.7
Kenya,Nakuru,2/13/2025,3592.76
Kenya,Nakuru,2/14/2025,4959.49
Kenya,Nakuru,2/15/2025,5992.49
Kenya,Nakuru,2/16/2025,4397.78
Kenya,Nakuru,2/17/2025,3701.16
Kenya,Nakuru,2/18/2025,3620.05
Kenya,Nakuru,2/19/2025,3742.29
Kenya,Nakuru,2/20/2025,3679.5
Kenya,Nakuru,2/21/2025,4360.43
Kenya,Nakuru,2/22/2025,5498.03
Kenya,Nakuru,2/23/2025,3291.11
Kenya,Nakuru,2/24/2025,3169.04
Kenya,Nakuru,2/25/2025,2870.76
Kenya,Nakuru,2/26/2025,3160.55
Kenya,Nakuru,2/27/2025,2861.25
Kenya,Nakuru,2/28/2025,4385.62
Kenya,Nakuru,3/1/2025,4995.28
Kenya,Nakuru,3/2/2025,2974.53
Kenya,Nakuru,3/3/2025,2552.86
Kenya,Nakuru,3/4/2025,2255.79
Kenya,Nakuru,3/5/2025,2159.38
Kenya,Nakuru,3/6/2025,2452.11
Kenya,Nakuru,3/7/2025,4161.22
Kenya,Nakuru,3/8/2025,5310.14
Kenya,Nakuru,3/9/2025,2277.1
Kenya,Nakuru,3/10/2025,1957.49
Kenya,Nakuru,3/11/2025,2132.33
Kenya,Nakuru,3/12/2025,2290.4
Kenya,Nakuru,3/13/2025,2804.7
Kenya,Nakuru,3/14/2025,4226.82
Kenya,Nakuru,3/15/2025,5860.19
Kenya,Nakuru,3/16/2025,2777.34
Kenya,Nakuru,3/17/2025,2564.87
Kenya,Nakuru,3/18/2025,3069.55
Kenya,Nakuru,3/19/2025,3658.85
Kenya,Nakuru,3/20/2025,5849.2
Kenya,Nakuru,3/21/2025,7294.56
Kenya,Nakuru,3/22/2025,7304.05
Kenya,Nakuru,3/23/2025,3807.73
Kenya,Nakuru,3/24/2025,2135.09
Kenya,Nakuru,3/25/2025,1698.98
Kenya,Nakuru,3/26/2025,1776.64
Kenya,Nakuru,3/27/2025,1926.43
Kenya,Nakuru,3/28/2025,2809.42
Kenya,Nakuru,3/29/2025,4126.7
Kenya,Nakuru,3/30/2025,2534.97
Kenya,Nakuru,3/31/2025,1459.47
Kenya,Nakuru,4/1/2025,1171.54
Kenya,Nakuru,4/2/2025,1239.61
Kenya,Nakuru,4/3/2025,1593.17
Kenya,Nakuru,4/4/2025,2205.17
Kenya,Nakuru,4/5/2025,2560.14
Kenya,Nakuru,4/6/2025,1718.39
Kenya,Nakuru,4/7/2025,1635.95
Kenya,Nakuru,4/8/2025,1598.26
Kenya,Nakuru,4/9/2025,1630.81
Kenya,Nakuru,4/10/2025,1731.9
Kenya,Nakuru,4/11/2025,2362.19
Kenya,Nakuru,4/12/2025,2901.83
Kenya,Nakuru,4/13/2025,1886.82
Kenya,Nakuru,4/14/2025,1835.69
Kenya,Nakuru,4/15/2025,1672.17
Kenya,Nakuru,4/16/2025,1981.1
Kenya,Nakuru,4/17/2025,2300.94
Kenya,Nakuru,4/18/2025,5816.66
Kenya,Nakuru,4/19/2025,7389.1
Kenya,Nakuru,4/20/2025,5357.53
Kenya,Nakuru,4/21/2025,2460.16
Kenya,Nakuru,4/22/2025,1701.89
Kenya,Nakuru,4/23/2025,1577.83
Kenya,Nakuru,4/24/2025,1843.36
Kenya,Nakuru,4/25/2025,2727.18
Kenya,Nakuru,4/26/2025,3265.29
Kenya,Nakuru,4/27/2025,1708.76
Kenya,Nakuru,4/28/2025,1332.61
Kenya,Nakuru,4/29/2025,1239.3
Kenya,Nakuru,4/30/2025,1353.62
Kenya,Nakuru,5/1/2025,1815.6
Kenya,Nakuru,5/2/2025,2623.25
Kenya,Nakuru,5/3/2025,2701.51
Kenya,Nakuru,5/4/2025,952.82
Kenya,Nakuru,5/5/2025,684.27
Kenya,Nakuru,5/6/2025,856.47
Kenya,Nakuru,5/7/2025,990.29
Kenya,Nakuru,5/8/2025,1136.64
Kenya,Nakuru,5/9/2025,2401.04
Kenya,Nakuru,5/10/2025,2737.76
Kenya,Nakuru,5/11/2025,953.72
Kenya,Nakuru,5/12/2025,933.4
Kenya,Nakuru,5/13/2025,944.73
Kenya,Nakuru,5/14/2025,1090.25
Kenya,Nakuru,5/15/2025,1152.66
Kenya,Nakuru,5/16/2025,1533.4
Kenya,Nakuru,5/17/2025,2274.47
Kenya,Nakuru,5/18/2025,1068.57
Kenya,Nakuru,5/19/2025,1030.52
Kenya,Nakuru,5/20/2025,1109.98
Kenya,Nakuru,5/21/2025,1327.01
Kenya,Nakuru,5/22/2025,1219.85
Kenya,Nakuru,5/23/2025,2715.25
Kenya,Nakuru,5/24/2025,3668.16
Kenya,Nakuru,5/25/2025,1710.52
Kenya,Nakuru,5/26/2025,1324.73
Kenya,Nakuru,5/27/2025,1428.78
Kenya,Nakuru,5/28/2025,1967.41
Kenya,Nakuru,5/29/2025,2318.72
Kenya,Nakuru,5/30/2025,5069.48
Kenya,Nakuru,5/31/2025,7932.83
Kenya,Nakuru,6/1/2025,6263.53
Kenya,Nakuru,6/2/2025,1629.62
Kenya,Nakuru,6/3/2025,1387.74
Kenya,Nakuru,6/4/2025,1607.78
Kenya,Nakuru,6/5/2025,2197.2
Kenya,Nakuru,6/6/2025,3813.77
Kenya,Nakuru,6/7/2025,3521.07
Kenya,Nakuru,6/8/2025,1664.89
Kenya,Nakuru,6/9/2025,1218.28
Kenya,Nakuru,6/10/2025,1558.98
Kenya,Nakuru,6/11/2025,1773.26
Kenya,Nakuru,6/12/2025,2277.57
Kenya,Nakuru,6/13/2025,3283.12
Kenya,Nakuru,6/14/2025,3702.87
Kenya,Nakuru,6/15/2025,1880.4
Kenya,Nakuru,6/16/2025,1554.96
Kenya,Nakuru,6/17/2025,1727.34
Kenya,Nakuru,6/18/2025,1991.31
Kenya,Nakuru,6/19/2025,2103.44
Kenya,Nakuru,6/20/2025,2995.22
Kenya,Nakuru,6/21/2025,3554.04
Kenya,Nakuru,6/22/2025,1658.19
Kenya,Nakuru,6/23/2025,1515.59
Kenya,Nakuru,6/24/2025,1670.57
Kenya,Nakuru,6/25/2025,1758.3
Kenya,Nakuru,6/26/2025,2070.34
Kenya,Nakuru,6/27/2025,2686.19
Kenya,Nakuru,6/28/2025,3499.73
Kenya,Nakuru,6/29/2025,2172.3
Kenya,Nakuru,6/30/2025,1961.63
Kenya,Nakuru,7/1/2025,1571.26
Kenya,Nakuru,7/2/2025,1726.25
Kenya,Nakuru,7/3/2025,1862.54
Kenya,Nakuru,7/4/2025,2666.46
Kenya,Nakuru,7/5/2025,3629.58
Kenya,Nakuru,7/6/2025,1940.85
Kenya,Nakuru,7/7/2025,1299.96
Kenya,Nakuru,7/8/2025,1915.8
Kenya,Nakuru,7/9/2025,2056.13
Kenya,Nakuru,7/10/2025,2336.99
Kenya,Nakuru,7/11/2025,3857.52
Kenya,Nakuru,7/12/2025,4316.42
Kenya,Nakuru,7/13/2025,2780.89
Kenya,Nakuru,7/14/2025,2127.28
Kenya,Nakuru,7/15/2025,2657.2
Kenya,Nakuru,7/16/2025,2589.14
Kenya,Nakuru,7/17/2025,2686.96
Kenya,Nakuru,7/18/2025,3949.99
Kenya,Nakuru,7/19/2025,5011.86
Kenya,Nakuru,7/20/2025,3261.29
Kenya,Nakuru,7/21/2025,3291.03
Kenya,Nakuru,7/22/2025,2948.59
Kenya,Nakuru,7/23/2025,2927.57
Kenya,Nakuru,7/24/2025,3298.77
Kenya,Nakuru,7/25/2025,4216.32
Kenya,Nakuru,7/26/2025,4651.87
Kenya,Nakuru,7/27/2025,3001.19
Kenya,Nakuru,7/28/2025,2454.69
Kenya,Nakuru,7/29/2025,2881.41
Kenya,Nakuru,7/30/2025,3026.92
Kenya,Nakuru,7/31/2025,2756.52
Kenya,Nakuru,8/1/2025,4148.41
Kenya,Nakuru,8/2/2025,5315.3
Kenya,Nakuru,8/3/2025,3119.38
Kenya,Nakuru,8/4/2025,2579.5
Kenya,Nakuru,8/5/2025,2815.09
Kenya,Nakuru,8/6/2025,3375.35
Kenya,Nakuru,8/7/2025,3884.35
Kenya,Nakuru,8/8/2025,4776.42
Kenya,Nakuru,8/9/2025,5982.43
Kenya,Nakuru,8/10/2025,3347.02
Kenya,Nakuru,8/11/2025,2438.5
Kenya,Nakuru,8/12/2025,2625.93
Kenya,Nakuru,8/13/2025,2851.27
Kenya,Nakuru,8/14/2025,2989.3
Kenya,Nakuru,8/15/2025,4951.5
Kenya,Nakuru,8/16/2025,6057.79
Kenya,Nakuru,8/17/2025,3090.95
Kenya,Nakuru,8/18/2025,2342.06
Kenya,Nakuru,8/19/2025,2754.94
Kenya,Nakuru,8/20/2025,3010.55
Kenya,Nakuru,8/21/2025,2834.2
Kenya,Nakuru,8/22/2025,4163.21
Kenya,Nakuru,8/23/2025,5461.83
Kenya,Nakuru,8/24/2025,2064.61
Kenya,Nakuru,8/25/2025,1827.79
Kenya,Nakuru,8/26/2025,1748.3
Kenya,Nakuru,8/27/2025,1808.14
Kenya,Nakuru,8/28/2025,2195.66
Kenya,Nakuru,8/29/2025,3337.38
Kenya,Nakuru,8/30/2025,4082.06
Kenya,Nakuru,8/31/2025,1889.56
Kenya,Nakuru,9/1/2025,1407.66
Kenya,Nakuru,9/2/2025,1671.01
Kenya,Nakuru,9/3/2025,1722.08
Kenya,Nakuru,9/4/2025,1981.33
Kenya,Nakuru,9/5/2025,3438.76
Kenya,Nakuru,9/6/2025,4693.58
Kenya,Nakuru,9/7/2025,2160.12
Kenya,Nakuru,9/8/2025,1605.54
Kenya,Nakuru,9/9/2025,1810.58
Kenya,Nakuru,9/10/2025,1818.37
Kenya,Nakuru,9/11/2025,2297.59
Kenya,Nakuru,9/12/2025,3305.44
Kenya,Nakuru,9/13/2025,4427.99
Kenya,Nakuru,9/14/2025,2195.16
Kenya,Nakuru,9/15/2025,2197.1
Kenya,Nakuru,9/16/2025,2308.14
Kenya,Nakuru,9/17/2025,2369.14
Kenya,Nakuru,9/18/2025,2998.09
Kenya,Nakuru,9/19/2025,4086.46
Kenya,Nakuru,9/20/2025,4955.22
Kenya,Nakuru,9/21/2025,2458.55
Kenya,Nakuru,9/22/2025,2186.15
Kenya,Nakuru,9/23/2025,2275.2
Kenya,Nakuru,9/24/2025,2685.05
Kenya,Nakuru,9/25/2025,2893.47
Kenya,Nakuru,9/26/2025,3624.6
Kenya,Nakuru,9/27/2025,4195.75
Kenya,Nakuru,9/28/2025,2010.5
Kenya,Nakuru,9/29/2025,2061.3
Kenya,Nakuru,9/30/2025,1870.85
Kenya,Nakuru,10/1/2025,1778.59
Kenya,Nakuru,10/2/2025,1870.37
Kenya,Nakuru,10/3/2025,3140.54
Kenya,Nakuru,10/4/2025,4118.24
Kenya,Nakuru,10/5/2025,1876.24
Kenya,Nakuru,10/6/2025,1884.99
Kenya,Nakuru,10/7/2025,2306.45
Kenya,Nakuru,10/8/2025,2478.91
Kenya,Nakuru,10/9/2025,3301.64
Kenya,Nakuru,10/10/2025,6178.93
Kenya,Nakuru,10/11/2025,6698.32
Kenya,Nakuru,10/12/2025,3723.47
Kenya,Nakuru,10/13/2025,2787.02
Kenya,Nakuru,10/14/2025,2774.48
Kenya,Nakuru,10/15/2025,2850.91
Kenya,Nakuru,10/16/2025,2938.59
Kenya,Nakuru,10/17/2025,3824.5
Kenya,Nakuru,10/18/2025,6228.39
Kenya,Nakuru,10/19/2025,5349.37
Kenya,Nakuru,10/20/2025,2924.16
Kenya,Nakuru,10/21/2025,2083.67
Kenya,Nakuru,10/22/2025,1946.6
Kenya,Nakuru,10/23/2025,2214.73
Kenya,Nakuru,10/24/2025,3405.35
Kenya,Nakuru,10/25/2025,4119.57
Kenya,Nakuru,10/26/2025,2127.49
Kenya,Nakuru,10/27/2025,1913.37
Kenya,Nakuru,10/28/2025,2277.71
Kenya,Nakuru,10/29/2025,2475.45
Kenya,Nakuru,10/30/2025,2199.76
Kenya,Nakuru,10/31/2025,2922.17
Kenya,Nakuru,11/1/2025,3818.61
Kenya,Nakuru,11/2/2025,2372.78
Kenya,Nakuru,11/3/2025,1974.71
Kenya,Nakuru,11/4/2025,2140.76
Kenya,Nakuru,11/5/2025,1753.21
Kenya,Nakuru,11/6/2025,2325.65
Kenya,Nakuru,11/7/2025,3949.86
Kenya,Nakuru,11/8/2025,4561.03
Kenya,Nakuru,11/9/2025,2079.5
Kenya,Nakuru,11/10/2025,1754.51
Kenya,Nakuru,11/11/2025,
Kenya,Nakuru,11/12/2025,
Kenya,Nakuru,11/13/2025,
Kenya,Nakuru,11/14/2025,
Kenya,Nakuru,11/15/2025,
